curator_name,curator_url,playlist_name,playlist_url,followers,total_tracks,description,unique_artists,avg_artist_popularity,avg_artist_followers,primary_genres,primary_genre_diversity,all_genres,all_genre_diversity,playlist_last_updated,musinique_focus_score
Lucy's Playlists,https://open.spotify.com/user/116017890,INDIE FOLK  & COUNTRY CHRISTIAN 🌱 ,https://open.spotify.com/playlist/0m7qBTHkPH82fbDMnxw68P,70,97,"Indie, country and  folk about Jesus. Nice background for gatherings, a meal, or a dinner party when worship feels overplayed. Chilled, earthy and relaxed.",74,45.13966480446928,186450.64804469276,"['Electronic', 'Folk', 'Hip Hop', 'Pop', 'Religious', 'Rock']",6,"['catholic music', 'ccm', 'cedm', 'christian', 'christian alternative rock', 'christian folk', 'christian jazz', 'christian lo-fi', 'christian pop', 'christian r&b', 'christian rock', 'country christian', 'folk pop', 'hymns', 'indie folk', 'norwegian pop', 'pop worship', 'spoken word', 'worship']",19,2025-12-04T12:06:53Z,37.3
Lucy's Playlists,https://open.spotify.com/user/116017890,MULLED WINE & CHILL (ACOUSTIC CHRISTMAS) 🍷 ,https://open.spotify.com/playlist/0rTxklDQFSymP5tv2Xmln9,40,54,"Relaxed, chilled acoustic Christmas vibes for Christmas Eve perhaps. Classic songs and hymns with an acoustic, indie twist and a little R&amp;B&#x2F;RnB and soul. Mulled wine vibes. Alternative carols for 2025 Acoustic carols. Hallmark movie vibes. &quot;Christmas Coffeehouse&quot;",46,55.026315789473685,2200451.710526316,"['Electronic', 'Folk', 'Pop', 'R&B & Soul', 'Religious', 'Rock', 'Traditional Folk']",7,"['acoustic pop', 'art pop', 'ccm', 'christian', 'christian alternative rock', 'christian folk', 'christian pop', 'christian rock', 'christmas', 'folk pop', 'gospel', 'hymns', 'indie folk', 'jazz pop', 'neo soul', 'norwegian pop', 'pop worship', 'synthpop', 'worship']",19,2025-12-14T08:22:58Z,29.0
Lucy's Playlists,https://open.spotify.com/user/116017890,"THE DIVINE (Sacred, Classical Mysterium)",https://open.spotify.com/playlist/0ujpxrnRpELd5CKT4iSiRi,12,37,HEAVENLY MELANCHOLIA . The divine beauty and mystery of God. Mostly choral arrangements.,85,39.28333333333333,193841.5583333333,"['Classical', 'Easy Listening', 'Folk', 'Pop', 'Religious', 'Rock', 'Traditional Folk']",7,"['baroque', 'celtic', 'celtic rock', 'chamber music', 'choral', 'christmas', 'classical', 'classical crossover', 'classical piano', 'concerto', 'contemporary classical', 'early music', 'folk', 'gregorian chant', 'hymns', 'impressionism', 'medieval', 'minimalism', 'neoclassical', 'new age', 'opera', 'orchestral', 'renaissance', 'score', 'soundtrack', 'traditional folk']",26,2023-02-03T09:28:51Z,22.8
Lucy's Playlists,https://open.spotify.com/user/116017890,80s LOVE SONGS,https://open.spotify.com/playlist/0w4rSQB3syLNXgJK6C4k8h,102,45,"An Office and a Gentleman, Dirty Dancing etc. Blue eyed soul and soft rock influences. This period pre-empted the 90s ballads. A few late 70s in there too.",46,65.6,3213141.654545455,"['Blues', 'Easy Listening', 'Electronic', 'Jazz', 'Pop', 'R&B & Soul', 'Rock', 'Traditional Folk']",8,"['adult standards', 'aor', 'art rock', 'blues', 'blues rock', 'christmas', 'classic rock', 'classic soul', 'disco', 'funk', 'glam rock', 'hi-nrg', 'italo dance', 'italo disco', 'jazz', 'jazz funk', 'jazz fusion', 'motown', 'new wave', 'philly soul', 'power pop', 'progressive rock', 'quiet storm', 'smooth jazz', 'soft rock', 'soul', 'soul jazz', 'synthpop', 'yacht rock']",29,2025-04-17T11:13:19Z,21.3
Lucy's Playlists,https://open.spotify.com/user/116017890,NIGHT OWLS 🌠 (Synthy & Moody),https://open.spotify.com/playlist/12Op4Oy8t99qylRtXgoGvk,12,87,"XX vibes. Emo, moody, dark and a little synthy. Great for night drives or just watching the city below. Red Rose vibes",75,55.0551724137931,5611847.144827587,"['Classical', 'Electronic', 'Folk', 'Hip Hop', 'Pop', 'R&B & Soul', 'Regional', 'Religious', 'Rock']",9,"['3 step', 'afro house', 'afro soul', 'afro tech', 'afrogospel', 'alternative r&b', 'ambient', 'art rock', 'baroque pop', 'ccm', 'chillstep', 'christian', 'christian jazz', 'christian lo-fi', 'christian pop', 'christian r&b', 'classic rock', 'deep house', 'downtempo', 'dream pop', 'drone', 'drum and bass', 'folk pop', 'garage rock', 'house', 'indie', 'indie folk', 'indie soul', 'liquid funk', 'neo soul', 'neo-psychedelic', 'neoclassical', 'nu disco', 'pop worship', 'post-rock', 'progressive rock', 'progressive trance', 'psychedelic rock', 'retro soul', 'rock', 'space music', 'tribal house', 'trip hop', 'uk funky', 'uk r&b', 'worship']",46,2025-03-13T15:51:38Z,26.5
Lucy's Playlists,https://open.spotify.com/user/116017890,FEEL BETTER  💐 ,https://open.spotify.com/playlist/1HpYfBuivCNhiUlY4xbtiP,105,63,"Chill cosy pop &#x2F; feel-good Indie for fragile times when upbeat is too much. Featuring music from Angus, Thongs and Perfect Snogging, The Parent Trap, Matilda etc.  ",55,62.40476190476191,2844938.1507936507,"['Easy Listening', 'Electronic', 'Folk', 'Hip Hop', 'Pop', 'R&B & Soul', 'Religious', 'Rock', 'Traditional Folk']",9,"['acoustic pop', 'aor', 'baroque pop', 'bedroom pop', 'ccm', ""children's music"", 'christian', 'christian hip hop', 'christian lo-fi', 'christian pop', 'christian r&b', 'christmas', 'folk pop', 'indie', 'indie folk', 'indie rock', 'pop', 'singer-songwriter', 'soft pop', 'surf rock', 'uk r&b', 'worship', 'yacht rock']",23,2025-03-14T10:23:28Z,25.0
Lucy's Playlists,https://open.spotify.com/user/116017890,HIPSTER COFFEE HOUSE ☕ ,https://open.spotify.com/playlist/1IXgACiBXFzqm9Q97Efc7P,52,118,"Trip-hop, Electro, Blues, with hints of vintage melodies. Inspired by Java Java Coffee at 160 Fleet St, London and  St Kew Farmshop, Cornwall",84,40.87096774193548,106227.1870967742,"['Avant-garde', 'Electronic', 'Hip Hop', 'Jazz', 'R&B & Soul', 'Regional']",6,"['acid jazz', 'alternative r&b', 'chillstep', 'downtempo', 'electro swing', 'experimental jazz', 'idm', 'indie jazz', 'indie soul', 'jazz', 'jazz beats', 'jazz fusion', 'jazz house', 'jazz rap', 'lo-fi', 'lo-fi beats', 'lo-fi hip hop', 'lo-fi house', 'neo soul', 'nu jazz', 'nz reggae', 'pinoy indie', 'pinoy r&b', 'plunderphonics', 'retro soul', 'trip hop', 'vaporwave']",27,2025-07-03T13:46:22Z,40.6
Lucy's Playlists,https://open.spotify.com/user/116017890,VIBEY CHRISTIAN CHILL-OUT 🌴,https://open.spotify.com/playlist/1QwnoCtofequZkT6RraLEZ,14528,154,"Pop about Jesus, Indie, lo-fi electro-pop, soulful RnB, and folk-pop with a beat mostly. Nice background for gatherings, a meal, or a dinner party when worship feels overplayed. ",137,45.93092105263158,678071.197368421,"['Electronic', 'Folk', 'Hip Hop', 'Jazz', 'Pop', 'R&B & Soul', 'Regional', 'Religious', 'Rock']",9,"['3 step', 'afro house', 'afro soul', 'afro tech', 'afrobeat', 'afrobeats', 'afrogospel', 'afropop', 'alternative r&b', 'amapiano', 'baroque pop', 'ccm', 'cedm', 'chinese hip hop', 'christian', 'christian alternative rock', 'christian folk', 'christian hip hop', 'christian jazz', 'christian lo-fi', 'christian pop', 'christian r&b', 'christian reggae', 'christian rock', 'folk pop', 'gospel', 'gqom', 'hymns', 'motown', 'neo soul', 'pop worship', 'private school piano', 'r&b', 'rap chrétien', 'retro pop', 'retro soul', 'soul jazz', 'spoken word', 'uk r&b', 'worship']",40,2025-12-04T10:01:31Z,28.5
Lucy's Playlists,https://open.spotify.com/user/116017890,HAPPY SONGS 🎈 ,https://open.spotify.com/playlist/1WgA4VNL48vG9fidOiAGr5,51,95,"Feeling happy songs, fairly gentle, feel good classics, warm, plenty of Motown and disco soul. Friday feeling! ",87,66.77659574468085,5708510.968085106,"['Blues', 'Country', 'Electronic', 'Folk', 'Hip Hop', 'Jazz', 'Pop', 'R&B & Soul', 'Regional', 'Rock', 'Traditional Folk']",11,"['anti-folk', 'art rock', 'blues', 'britpop', 'christmas', 'classic country', 'classic rock', 'classic soul', 'country', 'dansk pop', 'disco', 'disco house', 'doo-wop', 'east coast hip hop', 'eurodance', 'folk rock', 'french house', 'funk', 'glam rock', 'hi-nrg', 'hip hop', 'indie', 'indie rock', 'italo disco', 'jam band', 'jangle pop', 'jazz', 'motown', 'new wave', 'northern soul', 'nu disco', 'old school hip hop', 'philly soul', 'pop', 'post-disco', 'psychedelic rock', 'quiet storm', 'reggae', 'rock', 'rocksteady', 'roots reggae', 'singer-songwriter', 'soft rock', 'soul', 'soul jazz', 'southern hip hop', 'synthpop', 'vocal jazz', 'yacht rock']",49,2025-10-31T10:24:19Z,21.9
Lucy's Playlists,https://open.spotify.com/user/116017890,WORSHIP FOR SOAKING 💛,https://open.spotify.com/playlist/1kOWsRT7jg5D9JTzNFIYag,7,50,,47,49.96875,307532.4921875,"['Electronic', 'Folk', 'Hip Hop', 'Pop', 'Religious']",5,"['afrogospel', 'ambient', 'ccm', 'cedm', 'christian', 'christian alternative rock', 'christian folk', 'christian lo-fi', 'christian pop', 'christian r&b', 'country christian', 'gospel', 'pop worship', 'space music', 'spoken word', 'worship']",16,2025-11-19T17:53:12Z,30.7
Lucy's Playlists,https://open.spotify.com/user/116017890,BOHO FOLK-ROCK-COUNTRY-BLUES 🌻 ,https://open.spotify.com/playlist/1zEh3rpQ6tsysILt8TuLBS,99,90,Vintage Woodstock &#x27;69 Hippy Gypsy  meets ethereal Folk Songwriter and blues. 60s and 70s mostly with a touch of modern Bohemianism and ethereal qualities. Wild and Free. Ft a lot of &quot;Fleetwood Mac&quot; and &quot;Daisy Jones and the Six&quot;,56,62.4609375,4459790.9296875,"['Blues', 'Country', 'Folk', 'Pop', 'R&B & Soul', 'Rock']",6,"['acid rock', 'alt country', 'americana', 'art pop', 'art rock', 'baroque pop', 'blues', 'blues rock', 'christian folk', 'classic country', 'classic rock', 'country', 'country rock', 'folk', 'folk pop', 'folk rock', 'garage rock', 'indie', 'indie folk', 'jam band', 'modern blues', 'neo-psychedelic', 'progressive rock', 'proto-punk', 'psychedelic rock', 'retro soul', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock', 'surf rock', 'yacht rock']",33,2025-07-01T08:17:39Z,41.9
Lucy's Playlists,https://open.spotify.com/user/116017890,MOTOWN & CLASSIC SOUL,https://open.spotify.com/playlist/26BqdF0z3RtCxd9gZZYEog,18,64,60s and 70s,41,63.604651162790695,2089862.220930233,"['Blues', 'R&B & Soul', 'Traditional Folk']",3,"['christmas', 'classic soul', 'disco', 'doo-wop', 'funk', 'motown', 'northern soul', 'philly soul', 'quiet storm', 'soul', 'soul blues']",11,2023-05-09T15:42:16Z,51.7
Lucy's Playlists,https://open.spotify.com/user/116017890,SASS👑 ,https://open.spotify.com/playlist/2B6JGFOpjY34KcWnKeObBG,30,44,"Sassy, girls&#x27; night, getting ready music, predrinks. SLAY and sass. Lots of noughties hiphop and Missy elliott for all the strong independent women who don&#x27;t take no shit. Confidence boosting",54,73.2375,14324963.1375,"['Electronic', 'Hip Hop', 'Pop', 'R&B & Soul', 'Regional', 'Traditional Folk']",6,"['christmas', 'crunk', 'dancehall', 'east coast hip hop', 'g-funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'latin', 'neo soul', 'new jack swing', 'old school hip hop', 'r&b', 'rap', 'reggaeton', 'soft pop', 'southern hip hop', 'trap latino', 'uk garage', 'urbano latino', 'west coast hip hop']",21,2024-08-06T13:32:04Z,25.3
Lucy's Playlists,https://open.spotify.com/user/116017890,CALM (Ambient and Ethereal) ✰,https://open.spotify.com/playlist/2JIbMaRO51Rjzr80AF6Ypt,45,102,"Music for relaxing&#x2F;relaxation, baths, reflecting, yoga and meditation. Getting ready for sleep, or working&#x2F;studying. Mindfulness but not like a spa. Slight beat behind it",85,47.8,346192.06,"['Classical', 'Electronic', 'Folk', 'Jazz', 'Pop', 'Religious', 'Rock']",7,"['ambient', 'ambient folk', 'ambient jazz', 'art pop', 'ccm', 'choral', 'christian', 'christian folk', 'classical', 'contemporary classical', 'downtempo', 'dream pop', 'drone', 'experimental jazz', 'gospel', 'indie folk', 'indie jazz', 'japanese classical', 'jazz', 'jazz fusion', 'minimalism', 'neoclassical', 'norwegian pop', 'nu jazz', 'organic house', 'pop worship', 'post-rock', 'score', 'slowcore', 'space music', 'worship']",31,2025-09-24T11:04:51Z,32.4
Lucy's Playlists,https://open.spotify.com/user/116017890,HTB London 2025 (Holy Trinity Brompton),https://open.spotify.com/playlist/2Qza4yuPlcnlWYwrxfcRkV,879,209,,155,57.11111111111112,1214068.015503876,"['Electronic', 'Folk', 'Hip Hop', 'Pop', 'Religious', 'Rock']",6,"['afrogospel', 'ccm', 'cedm', 'christian', 'christian alternative rock', 'christian folk', 'christian jazz', 'christian lo-fi', 'christian pop', 'christian r&b', 'christian reggaeton', 'christian rock', 'comedy', 'country christian', 'gospel', 'hymns', 'pop worship', 'spoken word', 'worship']",19,2025-12-19T07:55:12Z,45.6
Lucy's Playlists,https://open.spotify.com/user/116017890,INDIE FOLK (Chilled)🌾 ,https://open.spotify.com/playlist/2Y9NOimdzCzW7RZrDSVnyo,578,193,"Chilled Boho Indie acoustic folk vibes, cold beer and a picnic &#x2F; bbq at sunset on the beach, by a lake, or just in nature. Ben Howard and Bon Iver esque. Summer evening.",111,53.32258064516129,4036383.383064517,"['Country', 'Electronic', 'Folk', 'Pop', 'Religious', 'Rock']",6,"['acoustic pop', 'alt country', 'ambient folk', 'americana', 'bluegrass', 'ccm', 'chanson', 'christian', 'christian alternative rock', 'christian folk', 'christian lo-fi', 'christian pop', 'downtempo', 'folk', 'folk pop', 'folk rock', 'french pop', 'future bass', 'indie folk', 'newgrass', 'roots rock', 'singer-songwriter', 'soft pop', 'southern gothic', 'variété française', 'worship']",26,2025-10-31T11:16:27Z,50.4
Lucy's Playlists,https://open.spotify.com/user/116017890,CONTEMPORARY GOSPEL & SOUL 🎤,https://open.spotify.com/playlist/38zh5iJ6cwdLhw9ufXyYu7,17,54,The most powerful and beautiful worship music: contemporary gospel and soul.,52,51.30952380952381,785416.9047619047,"['Electronic', 'Hip Hop', 'Pop', 'R&B & Soul', 'Religious', 'Traditional Folk']",6,"['afrogospel', 'ccm', 'christian', 'christian hip hop', 'christian jazz', 'christian pop', 'christian r&b', 'christmas', 'country christian', 'ebm', 'gospel', 'hymns', 'industrial', 'new jack swing', 'pop worship', 'quiet storm', 'r&b', 'synthpop', 'traditional gospel', 'worship']",20,2025-12-18T09:45:34Z,27.3
Lucy's Playlists,https://open.spotify.com/user/116017890,MORNING SUNSHINE 🌞,https://open.spotify.com/playlist/3WNz6COL3g1isjCXifPZyI,2214,54,Waking up in the morning sunshine. Warm Yellow songs for all the synaesthesia kids. Sunny songs to set you up and inspire you. Lots of 90s classics. Softly uplifting.,42,62.88235294117647,3025832.431372549,"['Folk', 'Jazz', 'Pop', 'R&B & Soul', 'Regional', 'Religious', 'Rock']",7,"['acid jazz', 'britpop', 'classic rock', 'folk pop', 'funk', 'gospel', 'indie folk', 'jangle pop', 'jazz funk', 'jazz pop', 'new jack swing', 'psychedelic rock', 'reggae', 'retro pop', 'retro soul', 'rock', 'rocksteady', 'roots reggae', 'soft rock', 'yacht rock']",20,2025-10-31T11:03:50Z,31.6
Lucy's Playlists,https://open.spotify.com/user/116017890,EVENING VIBING ☽ ,https://open.spotify.com/playlist/3waFDdqOmPKicZr99NEDP6,71,89,"Vibes of the chilled but slightly sassy and moody kind. RnB, chill-hop, neo soul funk etc vibing. Background music for cooking dinner, drinks, dinner and just chilling. Soul lounge; coffee lounge; rooftop bar; cocktail lounge. Annie Mac powerdown",110,56.54,4852276.375,"['Avant-garde', 'Electronic', 'Folk', 'Hip Hop', 'Jazz', 'Pop', 'R&B & Soul', 'Regional', 'Rock']",9,"['acid jazz', 'afro house', 'afrobeats', 'alternative r&b', 'ambient folk', 'classic soul', 'contemporary r&b', 'dancehall', 'downtempo', 'drum and bass', 'east coast hip hop', 'edm', 'french house', 'funk', 'funk rock', 'hip hop', 'horrorcore', 'house', 'indie', 'indie dance', 'indie jazz', 'indie soul', 'italo disco', 'jam band', 'jazz', 'jazz beats', 'jazz funk', 'jazz pop', 'jazz rap', 'jungle', 'liquid funk', 'lo-fi', 'lo-fi beats', 'lo-fi hip hop', 'lo-fi house', 'lovers rock', 'motown', 'neo soul', 'neo-psychedelic', 'northern soul', 'nu disco', 'nz reggae', 'pop soul', 'quiet storm', 'r&b', 'ragga', 'reggae', 'retro soul', 'roots reggae', 'soca', 'soft pop', 'soul', 'soul jazz', 'stutter house', 'trap', 'trap metal', 'trap soul', 'uk r&b', 'vocal jazz']",59,2025-08-26T16:08:09Z,21.7
Lucy's Playlists,https://open.spotify.com/user/116017890,SMOOTH R&B SOUL CHRISTMAS,https://open.spotify.com/playlist/3yANwycIzvlBN7GkSEPOvd,16,25,"Soulful, smooth, romantic RnB at Christmas. Think &quot;the preachers wife&quot; meets John legend meets Luther vandross 2024",17,59.793103448275865,3844637.6896551726,"['Blues', 'Country', 'Electronic', 'Pop', 'R&B & Soul', 'Religious', 'Traditional Folk']",7,"['blues', 'christian r&b', 'christmas', 'classic soul', 'footwork', 'gospel', 'new jack swing', 'quiet storm', 'r&b', 'soft pop', 'soul', 'traditional gospel', 'worship', 'zydeco']",14,2025-12-12T12:14:20Z,34.1
